Summary,Description,Priority,Status,Reporter,Assignee,Request type,Issue Type,Categoría,Date Created,Comment,Comment,Comment,Comment,Comment,Comment
meu endereço de deposito aparece igual pra duas criptomoedas diferentes,"reparei que o endereço de deposito de USDT e USDC aparecem identicos, isso é normal",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Carteira e endereços,16/Nov/25 10:48 AM,"16/Nov/25 1:47 PM;maxyjulio18@gmail.com;Olá! Sim, isso é normal quando as duas moedas utilizam a mesma rede blockchain, como USDT e USDC via rede TRC20, que compartilham a mesma estrutura de endereço.","16/Nov/25 2:16 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9;ah entendi, fazia sentido mesmo. obrigado pela explicação",,,,
preciso de ajuda pra migrar saldo entre duas contas diferentes,"tenho duas contas antigas de familiares que faleceram, e preciso consolidar o saldo em uma unica conta legal",High,Waiting for Agent,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:eb9cbe24-105c-40ed-844a-c2c2ea40c29f,maxi220julio@gmail.com,Tokenia App,Service Request,Carteira e endereços,16/Dec/25 8:53 AM,"16/Dec/25 9:24 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:eb9cbe24-105c-40ed-844a-c2c2ea40c29f;boa tarde, preciso de orientação pra consolidar saldo de duas contas relacionadas a um processo de heranca, pode me ajudar",,,,,
posso deletar um endereço salvo da minha lista de favoritos,"tenho um endereço antigo salvo que nao uso mais, queria remover da lista de favoritos",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:3aac0f08-6d3d-4bb7-adb0-090a0412c60a,maximilianojavierjulio@gmail.com,Portal Tokenia,Service Request,Carteira e endereços,18/May/24 2:04 PM,"18/May/24 4:10 PM;maximilianojavierjulio@gmail.com;Olá! Sim, você pode remover qualquer endereço da lista tocando no ícone de opções ao lado dele e selecionando 'Remover dos favoritos'.","18/May/24 4:26 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:3aac0f08-6d3d-4bb7-adb0-090a0412c60a;achei, removi o antigo. obrigado",,,,
a Tokenia tem programa de fidelidade alem do indique e ganhe,"alem do programa de indicação, tem algum programa de pontos ou fidelidade pra quem opera regularmente",Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ab026cd4-acd4-434b-90e5-109ffdddfa44,maxi220julio@gmail.com,Tokenia Web,Service Request,Informações e dúvidas gerais,18/Mar/26 6:20 PM,"18/Mar/26 9:51 PM;maxi220julio@gmail.com;Olá! No momento não temos um programa de fidelidade com pontos, mas oferecemos taxas reduzidas para usuários com alto volume mensal negociado, o que pode funcionar como um benefício similar.","18/Mar/26 10:44 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ab026cd4-acd4-434b-90e5-109ffdddfa44;entendi, obrigado pela informação",,,,
onde encontro a politica de privacidade da Tokenia,queria ler a politica de privacidade antes de continuar usando a plataforma com mais frequencia,Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:98550bc5-9bb9-469f-b7d4-4756a5f09e88,maxi220julio@gmail.com,Tokenia Web,Service Request,Informações e dúvidas gerais,18/May/25 2:51 AM,"18/May/25 5:23 AM;maxi220julio@gmail.com;Olá! A política de privacidade completa está disponível no rodapé do nosso site institucional, na seção 'Termos e Políticas', junto com os termos de uso.","18/May/25 5:47 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:98550bc5-9bb9-469f-b7d4-4756a5f09e88;achei, obrigado pela indicação",,,,
a Tokenia participa de eventos ou feiras sobre cripto,"gosto de acompanhar eventos do setor, a Tokenia costuma participar de feiras ou conferencias",Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:82ce44fa-76c2-43f3-bf42-64a209d1fd28,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Informações e dúvidas gerais,21/Jun/26 6:30 AM,"22/Jun/26 9:54 AM;maxyjulio18@gmail.com;Olá! Sim, participamos de alguns eventos do setor ao longo do ano. As datas e informações costumam ser divulgadas nos nossos canais oficiais e redes sociais com antecedência.","22/Jun/26 10:06 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:82ce44fa-76c2-43f3-bf42-64a209d1fd28;legal, vou acompanhar la entao. obrigado",,,,
queria informação sobre certificações mas nao é mais relevante,ia perguntar sobre certificações de segurança da Tokenia mas resolvi minha duvida de outra forma,Low,Canceled,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:90ddc072-98d5-472a-8bd1-0e91d161e3ed,maxi220julio@gmail.com,Tokenia App,Service Request,Informações e dúvidas gerais,28/May/24 8:37 AM,"28/May/24 10:46 AM;maxi220julio@gmail.com;Olá! Sem problemas, qualquer dúvida no futuro estamos à disposição.",,,,,
a taxa de conversão entre criptomoedas é a mesma da compra com reais,"queria trocar bitcoin direto por ethereum, sem passar por reais, a taxa é igual",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c,maximilianojavierjulio@gmail.com,Tokenia App,Service Request,Tarifas e comissões,18/Nov/25 5:50 AM,"20/Nov/25 2:43 AM;maximilianojavierjulio@gmail.com;Olá! Sim, a conversão direta entre criptomoedas segue a mesma taxa padrão de 1%, aplicada sobre o valor da operação.","20/Nov/25 3:19 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c;entendi, obrigado pela confirmação",,,,
taxa aplicada em desacordo com a tabela publicada no site,conferi a tabela de taxas no site e o valor cobrado na minha ultima operação nao bate com o que ta publicado,High,Escalated,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:5705c77d-869a-4f2d-b789-7fe84a892889,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Tarifas e comissões,12/Dec/25 5:50 AM,"12/Dec/25 6:40 AM;maxyjulio18@gmail.com;Olá, entendemos a preocupação com essa divergência. Vou escalar seu caso para o time responsável verificar detalhadamente a operação e comparar com a tabela vigente no momento.","12/Dec/25 7:18 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:5705c77d-869a-4f2d-b789-7fe84a892889;por favor, gostaria de entender o motivo dessa diferença","12/Dec/25 7:49 AM;maxyjulio18@gmail.com;Compreendemos totalmente. Vamos analisar cuidadosamente e, caso identifiquemos qualquer divergência incorreta, faremos o ajuste necessário.",,,
onde consulto a tabela completa e atualizada de taxas,queria ver todas as taxas atualizadas num unico lugar antes de continuar operando,Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:7c253ab9-2d35-4a94-8bdc-a3901c3156f8,maxi220julio@gmail.com,Tokenia App,Service Request,Tarifas e comissões,17/Apr/25 2:49 PM,17/Apr/25 8:11 PM;maxi220julio@gmail.com;Olá! Você encontra a tabela completa e sempre atualizada na seção 'Taxas e Tarifas' dentro do menu de Configurações do app.,"17/Apr/25 8:56 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:7c253ab9-2d35-4a94-8bdc-a3901c3156f8;achei, obrigado pela indicação",,,,
app nao reconhece meu leitor de digital depois da atualização,"desde a ultima atualização do app o login por digital parou de funcionar, mesmo funcionando normal em outros apps",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:9c34e718-8ff6-4bf1-b378-04f3dfd6d4b6,maxi220julio@gmail.com,Portal Tokenia,Service Request,Problemas técnicos do app/site,22/Jun/24 7:21 PM,22/Jun/24 9:21 PM;maxi220julio@gmail.com;Olá! Obrigado por reportar. Você pode tentar desativar e reativar a opção de login por biometria nas configurações de segurança do app? Isso costuma resolver esse tipo de falha após atualizações.,"22/Jun/24 10:10 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:9c34e718-8ff6-4bf1-b378-04f3dfd6d4b6;fiz isso e voltou a funcionar, obrigado pela dica",,,,
grafico de velas nao carrega em nenhuma criptomoeda,"tento abrir o grafico de qualquer criptomoeda e fica so uma tela em branco, nenhum grafico aparece",High,Work in Progress,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:bc0cf60c-4d7c-44c5-b1c0-9ddfc9a18eb2,maxyjulio18@gmail.com,Tokenia Email,General request,Problemas técnicos do app/site,17/May/25 5:06 PM,"17/May/25 7:59 PM;maxyjulio18@gmail.com;Olá, obrigado por reportar. Identificamos uma instabilidade generalizada nos gráficos afetando vários usuários e nosso time técnico já está com prioridade máxima na correção. Vamos te atualizar assim que for resolvido.","17/May/25 9:22 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:bc0cf60c-4d7c-44c5-b1c0-9ddfc9a18eb2;ok, aguardo entao",,,,
o relogio do app mostra horario diferente do meu celular,notei que o horario das operações no app parece diferente do horario real do meu celular,Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:c76e25ce-1103-4288-a853-a756f7dcaabf,maxyjulio18@gmail.com,Tokenia Email,General request,Problemas técnicos do app/site,8/Aug/24 9:59 PM,"8/Aug/24 11:22 PM;maxyjulio18@gmail.com;Olá! O horário exibido no app segue o fuso horário de Brasília (UTC-3) por padrão, independente da configuração local do seu celular. Isso pode gerar essa diferença que você notou.","9/Aug/24 12:01 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:c76e25ce-1103-4288-a853-a756f7dcaabf;ah entendi, fazia sentido essa diferença mesmo. obrigado",,,,
o limite de compra com cartao é diferente do limite via PIX,"percebi que consigo comprar um valor maior via PIX do que quando uso cartao de credito, isso é normal",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:5705c77d-869a-4f2d-b789-7fe84a892889,maxyjulio18@gmail.com,Tokenia Email,General request,Limites e restrições,11/Jan/25 6:39 AM,"11/Jan/25 11:21 AM;maxyjulio18@gmail.com;Olá! Sim, cada método de pagamento pode ter limites específicos por questões de segurança e políticas dos parceiros de processamento. O PIX costuma ter limites mais flexíveis que compras parceladas no cartão.","11/Jan/25 11:58 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:5705c77d-869a-4f2d-b789-7fe84a892889;entendi, faz sentido entao. obrigado",,,,
restrição aplicada apos varias tentativas de operação com saldo insuficiente,tentei fazer algumas compras sem perceber que nao tinha saldo suficiente e agora minha conta esta com uma restrição temporaria,Medium,Waiting for Customer,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c,maximilianojavierjulio@gmail.com,Tokenia Web,Service Request,Limites e restrições,4/May/25 7:23 PM,"6/May/25 12:09 AM;maximilianojavierjulio@gmail.com;Olá! Identificamos algumas tentativas de operação com saldo insuficiente em sequência, o que ativou uma restrição temporária padrão de segurança. Para agilizar a análise, você poderia confirmar se essas tentativas foram realmente feitas por você?","6/May/25 12:30 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c;sim, fui eu mesmo, so nao percebi que o saldo tava baixo",,,,
o limite considera apenas o mes corrente ou acumula de meses anteriores,queria saber se o limite mensal reseta zerado todo mes ou se acumula o que sobrou do mes anterior,Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:b9908a88-c7cb-48d9-b10c-f21b473a87ee,maxyjulio18@gmail.com,Tokenia Web,Service Request,Limites e restrições,6/Jul/26 12:08 AM,"6/Jul/26 4:28 AM;maxyjulio18@gmail.com;Olá! O limite mensal reseta integralmente no início de cada ciclo, sem acúmulo do que não foi utilizado no mês anterior.","6/Jul/26 4:52 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:b9908a88-c7cb-48d9-b10c-f21b473a87ee;entendi, obrigado pela explicação",,,,
posso enviar documentos de verificação por email em vez do app,"estou com dificuldade de enviar os documentos pelo app, posso mandar por email direto pro suporte",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1c6c8f3c-0b42-4193-b8f6-814150c2f7da,maxi220julio@gmail.com,Tokenia App,Service Request,Verificação de identidade,28/Dec/25 3:36 PM,"28/Dec/25 7:16 PM;maxi220julio@gmail.com;Olá! Para garantir a segurança e o processamento correto, os documentos de verificação precisam ser enviados exclusivamente pelo app ou site oficial, na seção de verificação. Você está enfrentando algum erro específico que possamos ajudar a resolver?","28/Dec/25 7:52 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1c6c8f3c-0b42-4193-b8f6-814150c2f7da;so ta demorando pra fazer upload, mas vou tentar de novo",,,,
identidade sendo usada por terceiros pra abrir conta em meu nome,"recebi um email de confirmação de cadastro de uma conta que eu nao criei, parece que alguem esta tentando usar meus dados",Highest,Escalated,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ed04d6ae-f36e-4f44-ba75-dad36ede95b7,maxi220julio@gmail.com,Tokenia Web,Service Request,Verificação de identidade,27/Oct/24 2:09 AM,"27/Oct/24 2:19 AM;maxi220julio@gmail.com;Olá, entendemos a extrema seriedade dessa situação. Vou escalar seu caso imediatamente com prioridade máxima para nossa equipe de segurança e compliance investigar essa tentativa de uso indevido dos seus dados.","27/Oct/24 2:46 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ed04d6ae-f36e-4f44-ba75-dad36ede95b7;por favor, isso é muito grave, preciso de uma resposta urgente","27/Oct/24 3:43 AM;maxi220julio@gmail.com;Compreendemos completamente a gravidade. Nosso time especializado vai analisar essa tentativa de cadastro com máxima prioridade e vamos orientar você sobre os próximos passos, incluindo o possível bloqueio dessa tentativa fraudulenta.",,,
posso trocar a foto do meu perfil pra uma foto de documento,queria saber se a foto do meu perfil no app precisa ser a mesma da verificação de identidade,Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ab026cd4-acd4-434b-90e5-109ffdddfa44,maximilianojavierjulio@gmail.com,Tokenia Email,General request,Verificação de identidade,30/Nov/25 1:46 PM,"30/Nov/25 2:50 PM;maximilianojavierjulio@gmail.com;Olá! Não, a foto de perfil exibida no app é totalmente independente dos documentos de verificação e pode ser qualquer imagem de sua preferência.","30/Nov/25 3:08 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ab026cd4-acd4-434b-90e5-109ffdddfa44;entendi, obrigado pela confirmação",,,,
posso acessar minha conta usando so a digital sem senha,"ativei a biometria mas ainda pede a senha as vezes, queria entrar so com a digital sempre",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Acesso e autenticação,2/May/25 5:50 AM,"2/May/25 9:36 AM;maxyjulio18@gmail.com;Olá! A biometria funciona como atalho para o login rápido, mas em algumas situações de segurança, como reinstalação do app ou troca de dispositivo, a senha é solicitada novamente para confirmar sua identidade.","2/May/25 10:56 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9;entendi, faz sentido por segurança. obrigado",,,,
posso usar o mesmo login em tablet e celular,"tenho tablet e celular, da pra usar a mesma conta nos dois aparelhos sem problema",Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1c6c8f3c-0b42-4193-b8f6-814150c2f7da,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Acesso e autenticação,3/Feb/25 3:24 PM,"3/Feb/25 8:41 PM;maxyjulio18@gmail.com;Olá! Sim, você pode acessar sua conta normalmente em quantos dispositivos quiser, incluindo tablet e celular ao mesmo tempo.","3/Feb/25 10:09 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1c6c8f3c-0b42-4193-b8f6-814150c2f7da;otimo, obrigado pela confirmação",,,,
conta bloqueada apos denuncia de compartilhamento de credenciais,"recebi um aviso que minha conta foi bloqueada por suspeita de compartilhamento de senha com terceiros, mas eu nunca fiz isso",High,Escalated,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:3b3304dc-2f4a-4a0c-94fd-cfc9d201d002,maxyjulio18@gmail.com,Tokenia Web,Service Request,Acesso e autenticação,7/May/25 3:42 AM,"7/May/25 4:46 AM;maxyjulio18@gmail.com;Olá, entendemos a preocupação com essa situação. Esse tipo de bloqueio exige uma análise manual mais detalhada da nossa equipe de segurança. Vou escalar seu caso imediatamente com prioridade.","7/May/25 5:10 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:3b3304dc-2f4a-4a0c-94fd-cfc9d201d002;por favor, nunca compartilhei minha senha com ninguem, preciso resolver isso rapido",7/May/25 5:42 AM;maxyjulio18@gmail.com;Compreendemos completamente. Nosso time especializado vai revisar os registros de acesso da sua conta e retornar com uma posição clara o mais breve possível.,,,
recebo alerta de login mesmo entrando do mesmo lugar de sempre,"sempre acesso de casa, do mesmo wifi, mas de vez em quando recebo alerta de novo dispositivo mesmo assim",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ed04d6ae-f36e-4f44-ba75-dad36ede95b7,maxyjulio18@gmail.com,Tokenia Web,Service Request,Acesso e autenticação,29/Jul/24 5:50 AM,"29/Jul/24 7:23 AM;maxyjulio18@gmail.com;Olá! Isso pode acontecer quando o seu provedor de internet muda o endereço IP atribuído periodicamente, mesmo estando na mesma rede física. Não indica necessariamente um novo dispositivo real.","29/Jul/24 7:33 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ed04d6ae-f36e-4f44-ba75-dad36ede95b7;ah entendi, fazia sentido essa variação. obrigado pela explicação",,,,
posso definir um valor maximo de saque por operação,"queria configurar um teto de seguranca pra saques, mesmo abaixo do meu limite total, por precaução",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:eb9cbe24-105c-40ed-844a-c2c2ea40c29f,maxyjulio18@gmail.com,Tokenia Web,Service Request,Segurança da conta,1/Jul/24 9:53 AM,"1/Jul/24 3:31 PM;maxyjulio18@gmail.com;Olá! No momento não temos essa configuração personalizada de teto de saque, mas você pode ativar a confirmação adicional por 2FA para todo saque, o que já adiciona uma camada extra de segurança.","1/Jul/24 4:22 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:eb9cbe24-105c-40ed-844a-c2c2ea40c29f;entendi, vou ativar essa confirmação entao. obrigado",,,,
recebo email quando alguem tenta redefinir minha senha,queria confirmar se sou avisado caso alguem tente redefinir minha senha sem eu solicitar,Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad,maximilianojavierjulio@gmail.com,Portal Tokenia,Service Request,Segurança da conta,11/May/24 4:27 AM,"11/May/24 7:31 AM;maximilianojavierjulio@gmail.com;Olá! Sim, você recebe uma notificação por e-mail sempre que uma solicitação de redefinição de senha for feita na sua conta, mesmo que não conclua o processo.","11/May/24 8:22 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad;que bom, fico mais tranquilo entao. obrigado",,,,
nao consigo desativar o 2FA mesmo tendo o codigo correto,quero desativar o autenticador temporariamente mas o sistema recusa o codigo mesmo estando certo,High,Work in Progress,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:8a99a275-7ced-4af7-bae8-9d134b24be3e,maxi220julio@gmail.com,Tokenia App,Service Request,Segurança da conta,19/Apr/25 5:39 PM,"19/Apr/25 6:36 PM;maxi220julio@gmail.com;Olá, obrigado por reportar. Identificamos uma instabilidade pontual ao desativar o 2FA para alguns usuários e nosso time técnico já está atuando na correção. Recomendamos aguardar um pouco e tentar novamente.","19/Apr/25 8:02 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:8a99a275-7ced-4af7-bae8-9d134b24be3e;ok, vou tentar mais tarde entao",,,,
